Name,Description,Stars,URL,Comment,Star_Category,Project_Category,Recommendation
SeamAwareDecimater,Mesh simplification with UV's boundary preserved,10,https://github.com/Unity-Technologies/SeamAwareDecimater,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
mz-gamerai-reducer,No description,1,https://github.com/Unity-Technologies/mz-gamerai-reducer,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
TilingRandomization,Randomized Tiling for Unity ShaderGraph,53,https://github.com/Unity-Technologies/TilingRandomization,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
react-fullpage,Official React.js wrapper for fullPage.js https://alvarotrigo.com/react-fullpage/,2,https://github.com/Unity-Technologies/react-fullpage,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
open-match,"Flexible, extensible, and scalable video game matchmaking.",16,https://github.com/Unity-Technologies/open-match,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
ROS-TCP-Connector,No description,301,https://github.com/Unity-Technologies/ROS-TCP-Connector,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
Unity-Robotics-Hub,"Central repository for tools, tutorials, resources, and documentation for robotics simulation in Unity.",2073,https://github.com/Unity-Technologies/Unity-Robotics-Hub,Very popular - Vehicle package,Çok Popüler,Araç Paketi,AAA oyunlar için önerilir.
charts,Curated applications for Kubernetes,2,https://github.com/Unity-Technologies/charts,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.demoteam.hair,An integrated solution for authoring / importing / simulating / rendering strand-based hair in Unity.,762,https://github.com/Unity-Technologies/com.unity.demoteam.hair,Popular - Render or graphics package,Popüler,Render/Grafik Paketi,Genel kullanıma uygun.
furioos-sdk-unreal-engine,Furioos SDK for Unreal Engine,9,https://github.com/Unity-Technologies/furioos-sdk-unreal-engine,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.multiplayer.rfcs,No description,48,https://github.com/Unity-Technologies/com.unity.multiplayer.rfcs,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.multiplayer.docs,"Open Source documentation for Unity Multiplayer, which includes Netcode for GameObjects, the Unity Transport Package, Multiplayer Tools and Educational references and Sample Games such as Boss Room.",672,https://github.com/Unity-Technologies/com.unity.multiplayer.docs,Popular - Vehicle package,Popüler,Araç Paketi,Genel kullanıma uygun.
RadeonImageFilter,No description,2,https://github.com/Unity-Technologies/RadeonImageFilter,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.simviz,"SimViz contains tools and resources for authoring and executing autonomous vehicle simulations on roadways and city scapes by using map import, scene creation, formatting of ground truth data, and creating spline based roads.",60,https://github.com/Unity-Technologies/com.unity.simviz,Low popularity - Vehicle package,Düşük Popülerlik,Araç Paketi,Yeni başlayanlar için önerilir.
com.unity.multiplayer.samples.coop,"A small-scale cooperative game sample built on the new, Unity networking framework to teach developers about creating a similar multiplayer game.",1632,https://github.com/Unity-Technologies/com.unity.multiplayer.samples.coop,Very popular - General Unity package,Çok Popüler,Genel Unity Paketi,AAA oyunlar için önerilir.
URDF-Importer,URDF importer,233,https://github.com/Unity-Technologies/URDF-Importer,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
URPCloudRenderingTestProject,No description,7,https://github.com/Unity-Technologies/URPCloudRenderingTestProject,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
VHACD-deprecated,This repository has migrated to Unity-Technologies/VHACD,70,https://github.com/Unity-Technologies/VHACD-deprecated,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
action-slack,Provides the function of slack notification to GitHub Actions.,2,https://github.com/Unity-Technologies/action-slack,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.ide.vscode,Code editor integration for VSCode.,30,https://github.com/Unity-Technologies/com.unity.ide.vscode,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
renovate,Universal dependency update tool that fits into your workflows.,3,https://github.com/Unity-Technologies/renovate,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
ProjectAuditor,Project Auditor is an experimental static analysis tool for Unity Projects.,838,https://github.com/Unity-Technologies/ProjectAuditor,Popular - General Unity package,Popüler,Genel Unity Paketi,Genel kullanıma uygun.
PS-DOTSStructuralChangeTests,Tests for structural change performance in DOTS,6,https://github.com/Unity-Technologies/PS-DOTSStructuralChangeTests,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
PS-DOTSChunkDefragmentationSample,No description,7,https://github.com/Unity-Technologies/PS-DOTSChunkDefragmentationSample,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
Game-Simulation-Match-3-Sample,Game Simulation Match 3 Sample,39,https://github.com/Unity-Technologies/Game-Simulation-Match-3-Sample,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
idb,idb is a flexible command line interface for automating iOS simulators and devices,6,https://github.com/Unity-Technologies/idb,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
reflect.publisher.csharp,Use the Unity Reflect Publisher API to build C# applications or plugins that publish 3D models to Unity Reflect.,9,https://github.com/Unity-Technologies/reflect.publisher.csharp,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.ads.ios-support,Provides support for App Tracking Transparency and SkAdNetwork API newly introduced in Apple iOS 14.,81,https://github.com/Unity-Technologies/com.unity.ads.ios-support,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
jsonnet-libs,Unity Jsonnet libs,7,https://github.com/Unity-Technologies/jsonnet-libs,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
ios-sdk,The deltaDNA analytics iOS SDK.,1,https://github.com/Unity-Technologies/ios-sdk,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
CocoaPods,deltaDNA's CocoaPods Specs repository,1,https://github.com/Unity-Technologies/CocoaPods,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
ShaderGraph-MasterStack-Samples,A sample project using the Universal Render Pipeline that includes examples to demo latest ShaderGraph feature - MasterStack,155,https://github.com/Unity-Technologies/ShaderGraph-MasterStack-Samples,Mid-level popularity - Render or graphics package,Orta Popüler,Render/Grafik Paketi,Genel kullanıma uygun.
UnityTextureAccessApiExamples,Example project for Unity 2020.1+ texture data access APIs,143,https://github.com/Unity-Technologies/UnityTextureAccessApiExamples,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
ucb-android-sdks-testing,🤖Android SDK and NDK Testing for UCB,3,https://github.com/Unity-Technologies/ucb-android-sdks-testing,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
ucb-tests-ghostly-toast-github,Testing project for UCB. Built in 2017.4.30f1.,1,https://github.com/Unity-Technologies/ucb-tests-ghostly-toast-github,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
Robotics-Object-Pose-Estimation,A complete end-to-end demonstration in which we collect training data in Unity and use that data to train a deep neural network to predict the pose of a cube. This model is then deployed in a simulated robotic pick-and-place task.,300,https://github.com/Unity-Technologies/Robotics-Object-Pose-Estimation,Mid-level popularity - Artificial intelligence package,Orta Popüler,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
com.unity.toonshader,Unity Toon Shader ( an experimental package ),1100,https://github.com/Unity-Technologies/com.unity.toonshader,Very popular - General Unity package,Çok Popüler,Genel Unity Paketi,AAA oyunlar için önerilir.
S22.Xmpp,S22.Xmpp is an easy-to-use and well-documented .NET assembly for communicating with an XMPP server. It supports basic Instant Messaging and Presence funtionality as well as a variety of XMPP extensions.,1,https://github.com/Unity-Technologies/S22.Xmpp,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
simple-exec,🏃 A .NET library that runs external commands.,7,https://github.com/Unity-Technologies/simple-exec,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.search.extensions,"This package contains a bunch of examples, samples and queries to be used with Unity Search.",192,https://github.com/Unity-Technologies/com.unity.search.extensions,Mid-level popularity - Artificial intelligence package,Orta Popüler,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
tensorflow,An Open Source Machine Learning Framework for Everyone,6,https://github.com/Unity-Technologies/tensorflow,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
sol-games-unity-samples,Unity code samples from the Accelerate Solutions Games team,46,https://github.com/Unity-Technologies/sol-games-unity-samples,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
drone-pose-estimation-navigation,Pose Estimation for drones ,17,https://github.com/Unity-Technologies/drone-pose-estimation-navigation,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
deploy-sourcegraph,Deploy Sourcegraph to a Kubernetes cluster for large-scale code search and intelligence,1,https://github.com/Unity-Technologies/deploy-sourcegraph,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.xr-content.mars-sim-environments,The MARS Simulation environment assets (3d models + prefabs).  The raw assets are provided as a reference + building block for users but the MARS integration requires Unity MARS.,3,https://github.com/Unity-Technologies/com.unity.xr-content.mars-sim-environments,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.xr-content.template-mars-basic,"The basic MARS use-case templates. Single feature setups, like single plane, tabletop, face, etc.",2,https://github.com/Unity-Technologies/com.unity.xr-content.template-mars-basic,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.xr-content.template-mars-platformer,"The MARS platforming game template. This is the robot demo we've typically showed off when explaining the MARS workflow and features.  It is a dynamic, world-aware AR platformer game that will extend for as far as one can scan.",11,https://github.com/Unity-Technologies/com.unity.xr-content.template-mars-platformer,Low popularity - Artificial intelligence package,Düşük Popülerlik,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
com.unity.xr-content.template-training,A factory training template. Contains an extensible walkthrough system of conditions and triggers so that users can make their own guided experiences. The demo scene is set up to work with the MARS factory environment.,10,https://github.com/Unity-Technologies/com.unity.xr-content.template-training,Low popularity - Artificial intelligence package,Düşük Popülerlik,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
